id,value
0_Computer Science.1_Algorithm.2_Parareal,244
0_Computer Science.1_Algorithm.2_PostBQP,4
0_Computer Science.1_Algorithm.2_Weight-balanced tree,1239
0_Computer Science.1_Algorithm.2_Fast Fourier transform,40197
0_Computer Science.1_Algorithm.2_Coinduction,456
0_Computer Science.1_Algorithm.2_Sheffer stroke,69
0_Computer Science.1_Algorithm.2_Second-order cellular automaton,4
0_Computer Science.1_Algorithm.2_Digital signature,14008
0_Computer Science.1_Algorithm.2_Carroll diagram,7
0_Computer Science.1_Algorithm.2_Motion compensation,24342
0_Computer Science.1_Algorithm.2_Turing machine,4208
0_Computer Science.1_Algorithm.2_Network automaton,8
0_Computer Science.1_Algorithm.2_Free logic,195
0_Computer Science.1_Algorithm.2_Knuth's Algorithm X,51
0_Computer Science.1_Algorithm.2_Patakí,184
0_Computer Science.1_Algorithm.2_Typographical Number Theory,2
0_Computer Science.1_Algorithm.2_Schreier–Sims algorithm,6
0_Computer Science.1_Algorithm.2_Exact algorithm,3516
0_Computer Science.1_Algorithm.2_Elementary function arithmetic,4
0_Computer Science.1_Algorithm.2_TFNP,52
0_Computer Science.1_Algorithm.2_Circumscription,1356
0_Computer Science.1_Algorithm.2_Alberti cipher,1
0_Computer Science.1_Algorithm.2_Trade study,950
0_Computer Science.1_Algorithm.2_Standard algorithms,1381
0_Computer Science.1_Algorithm.2_Principle of deferred decision,9
0_Computer Science.1_Algorithm.2_Extensionality,528
0_Computer Science.1_Algorithm.2_Classical logic,3250
0_Computer Science.1_Algorithm.2_Dancing tree,2
0_Computer Science.1_Algorithm.2_Knights and Knaves,37
0_Computer Science.1_Algorithm.2_Chemical computer,58
0_Computer Science.1_Algorithm.2_Pointer machine,10932
0_Computer Science.1_Algorithm.2_Formal language,8880
0_Computer Science.1_Algorithm.2_Union type,162
0_Computer Science.1_Algorithm.2_Diffusing update algorithm,524
0_Computer Science.1_Algorithm.2_Davis–Putnam algorithm,6
0_Computer Science.1_Algorithm.2_Primitive recursive functional,9
0_Computer Science.1_Algorithm.2_Assignment,172
0_Computer Science.1_Algorithm.2_Computation,204673
0_Computer Science.1_Algorithm.2_Witness-indistinguishable proof,10
0_Computer Science.1_Algorithm.2_Automath,126
0_Computer Science.1_Algorithm.2_Metalogic,219
0_Computer Science.1_Algorithm.2_Time hierarchy theorem,1381
0_Computer Science.1_Algorithm.2_Goertzel algorithm,483
0_Computer Science.1_Algorithm.2_Analysis of algorithms,2131
0_Computer Science.1_Algorithm.2_Karnaugh map,535
0_Computer Science.1_Algorithm.2_Nondeterministic algorithm,6494
0_Computer Science.1_Algorithm.2_GGH signature scheme,1
0_Computer Science.1_Algorithm.2_Recursively inseparable sets,2
0_Computer Science.1_Algorithm.2_Bachmann–Howard ordinal,3
0_Computer Science.1_Algorithm.2_Formal verification,17624
0_Computer Science.1_Algorithm.2_Deterministic automaton,2760
0_Computer Science.1_Algorithm.2_Onion model,91
0_Computer Science.1_Algorithm.2_Ephemeral key,5796
0_Computer Science.1_Algorithm.2_Battleship,745
0_Computer Science.1_Algorithm.2_Monotone priority queue,1
0_Computer Science.1_Algorithm.2_Flood fill,152
0_Computer Science.1_Algorithm.2_Computable function,1667
0_Computer Science.1_Algorithm.2_Breadth-first search,2618
0_Computer Science.1_Algorithm.2_Specification and Description Language,388
0_Computer Science.1_Algorithm.2_Double dabble,3
0_Computer Science.1_Algorithm.2_Spreadsort,1
0_Computer Science.1_Algorithm.2_Leibniz wheel,1
0_Computer Science.1_Algorithm.2_Dynamic problem,5143
0_Computer Science.1_Algorithm.2_Brian's Brain,3
0_Computer Science.1_Algorithm.2_Decidability,10768
0_Computer Science.1_Algorithm.2_Median of medians,14
0_Computer Science.1_Algorithm.2_Zopfli,6
0_Computer Science.1_Algorithm.2_Fürer's algorithm,2
0_Computer Science.1_Algorithm.2_Kuroda normal form,7
0_Computer Science.1_Algorithm.2_Malament–Hogarth spacetime,3
0_Computer Science.1_Algorithm.2_Camponotus anderseni,4
0_Computer Science.1_Algorithm.2_Jenkins hash function,4
0_Computer Science.1_Algorithm.2_Tarski's undefinability theorem,3
0_Computer Science.1_Algorithm.2_Ordered graph,258
0_Computer Science.1_Algorithm.2_Optimization problem,101221
0_Computer Science.1_Algorithm.2_Universal one-way hash function,1
0_Computer Science.1_Algorithm.2_Frobenius pseudoprime,3
0_Computer Science.1_Algorithm.2_Effective method,93297
0_Computer Science.1_Algorithm.2_Separation logic,956
0_Computer Science.1_Algorithm.2_Pollard's rho algorithm,8
0_Computer Science.1_Algorithm.2_First-order reduction,27
0_Computer Science.1_Algorithm.2_Distributed tree search,7
0_Computer Science.1_Algorithm.2_Correctness,55516
0_Computer Science.1_Algorithm.2_Tiger,6258
0_Computer Science.1_Algorithm.2_Fan-out,1037
0_Computer Science.1_Algorithm.2_Tag system,1115
0_Computer Science.1_Algorithm.2_Tolerant sequence,4
0_Computer Science.1_Algorithm.2_HAS-160,85
0_Computer Science.1_Algorithm.2_Spigot algorithm,11
0_Computer Science.1_Algorithm.2_Infinitary logic,202
0_Computer Science.1_Algorithm.2_Point location,1938
0_Computer Science.1_Algorithm.2_All horses are the same color,26
0_Computer Science.1_Algorithm.2_Sequential logic,11344
0_Computer Science.1_Algorithm.2_Williot diagram,2
0_Computer Science.1_Algorithm.2_Logic gate,52984
0_Computer Science.1_Algorithm.2_Natural deduction,2658
0_Computer Science.1_Algorithm.2_Floor broker,16
0_Computer Science.1_Algorithm.2_Effective complexity,76
0_Computer Science.1_Algorithm.2_Kanger,111
0_Computer Science.1_Algorithm.2_Lempel–Ziv–Storer–Szymanski,5
0_Computer Science.1_Algorithm.2_Object theory,129
0_Computer Science.1_Algorithm.2_Reference frame,18924
0_Computer Science.1_Algorithm.2_Paradoxes of material implication,30
0_Computer Science.1_Algorithm.2_Induced subgraph isomorphism problem,1824
0_Computer Science.1_Data mining,963219
0_Computer Science.1_Data mining.2_Data drilling,25
0_Computer Science.1_Data mining.2_Complex event processing,4230
0_Computer Science.1_Data mining.2_Sequential Pattern Mining,1861
0_Computer Science.1_Data mining.2_Crime analysis,749
0_Computer Science.1_Data mining.2_Social data analysis,119
0_Computer Science.1_Data mining.2_Data feed,441
0_Computer Science.1_Data mining.2_Natural key,119
0_Computer Science.1_Data mining.2_Relational database,26925
0_Computer Science.1_Data mining.2_Hierarchical Data Format,503
0_Computer Science.1_Data mining.2_Alias,4729
0_Computer Science.1_Data mining.2_Entity linking,1890
0_Computer Science.1_Data mining.2_Data verification,1001
0_Computer Science.1_Data mining.2_Prognostics,4556
0_Computer Science.1_Data mining.2_Item bank,2862
0_Computer Science.1_Data mining.2_Information sensitivity,6754
0_Computer Science.1_Data mining.2_Correlation database,58
0_Computer Science.1_Data mining.2_GeoSciML,55
0_Computer Science.1_Data mining.2_Many-to-many (data model),377
0_Computer Science.1_Data mining.2_Industry 4_0,1640
0_Computer Science.1_Data mining.2_Temporal database,6806
0_Computer Science.1_Data mining.2_OneGeology,56
0_Computer Science.1_Data mining.2_HP Neoview,3
0_Computer Science.1_Data mining.2_Data hub,228
0_Computer Science.1_Data mining.2_Integrated criminal justice information system,4
0_Computer Science.1_Data mining.2_BioWeb,22
0_Computer Science.1_Data mining.2_Data domain,1555
0_Computer Science.1_Data mining.2_Metaserver,42
0_Computer Science.1_Data mining.2_Bibliome,49
0_Computer Science.1_Data mining.2_Chinese Library Classification,268
0_Computer Science.1_Data mining.2_ArcGIS Engine,472
0_Computer Science.1_Data mining.2_Preference elicitation,1001
0_Computer Science.1_Data mining.2_Disbursement,6294
0_Computer Science.1_Data mining.2_Proximity search,315
0_Computer Science.1_Data mining.2_Automatic summarization,17456
0_Computer Science.1_Data mining.2_Medical classification,854
0_Computer Science.1_Data mining.2_GapChart,1
0_Computer Science.1_Data mining.2_Data reduction,36058
0_Computer Science.1_Data mining.2_Data profiling,663
0_Computer Science.1_Data mining.2_Very large database,805
0_Computer Science.1_Data mining.2_Change detection and notification,10
0_Computer Science.1_Data mining.2_Structured document,1279
0_Computer Science.1_Data mining.2_Human–computer information retrieval,10293
0_Computer Science.1_Data mining.2_XML for Analysis,11
0_Computer Science.1_Data mining.2_Sales intelligence,13
0_Computer Science.1_Data mining.2_Tuple,9082
0_Computer Science.1_Data mining.2_Data validation,3951
0_Computer Science.1_Data mining.2_Efficient XML Interchange,11728
0_Computer Science.1_Data mining.2_Knowledge base,59633
0_Computer Science.1_Data mining.2_Data management,57372
0_Computer Science.1_Data mining.2_Computational visualistics,12
0_Computer Science.1_Data mining.2_Geospatial analysis,22227
0_Computer Science.1_Data mining.2_Data, context and interaction,135
0_Computer Science.1_Data mining.2_Expert system,60896
0_Computer Science.1_Data mining.2_Data system,4133
0_Computer Science.1_Data mining.2_IR evaluation,215
0_Computer Science.1_Data mining.2_Intelligent document,149
0_Computer Science.1_Data mining.2_Data modeling,44264
0_Computer Science.1_Data mining.2_Big data,50818
0_Computer Science.1_Data mining.2_SQL,23498
0_Computer Science.1_Data mining.2_Drill down,691
0_Computer Science.1_Data mining.2_Data mapping,5700
0_Computer Science.1_Data mining.2_Metadata,60875
0_Computer Science.1_Data mining.2_Visulation,11
0_Computer Science.1_Data mining.2_Key-value database,36
0_Computer Science.1_Data mining.2_Information overload,4294
0_Computer Science.1_Data mining.2_Paradata,339
0_Computer Science.1_Data mining.2_Result set,1634
0_Computer Science.1_Data mining.2_EuroCRIS,112
0_Computer Science.1_Data mining.2_Usage data,3633
0_Computer Science.1_Data mining.2_Formal concept analysis,5143
0_Computer Science.1_Data mining.2_Streaming XML,10494
0_Computer Science.1_Data mining.2_Data migration,2567
0_Computer Science.1_Data mining.2_Log management,470
0_Computer Science.1_Data mining.2_Automatic label placement,247
0_Computer Science.1_Data mining.2_PubChem,514
0_Computer Science.1_Data mining.2_Document retrieval,8631
0_Computer Science.1_Data mining.2_Semantic reasoner,3639
0_Computer Science.1_Data mining.2_Classified information,1716
0_Computer Science.1_Data mining.2_Recommender system,24959
0_Computer Science.1_Data mining.2_Data discrimination,66
0_Computer Science.1_Data mining.2_Semantic mapping,1186
0_Computer Science.1_Data mining.2_Single version of the truth,45
0_Computer Science.1_Data mining.2_Data extraction,5807
0_Computer Science.1_Data mining.2_XML validation,11644
0_Computer Science.1_Data mining.2_Multi-source,2384
0_Computer Science.1_Data mining.2_Query expansion,19352
0_Computer Science.1_Data mining.2_Business intelligence,16891
0_Computer Science.1_Data mining.2_XML,43836
0_Computer Science.1_Data mining.2_FSA-Red Algorithm,8948
0_Computer Science.1_Data mining.2_Distributed knowledge,1319
0_Computer Science.1_Data mining.2_XML framework,9387
0_Computer Science.1_Data mining.2_Analytics,26705
0_Computer Science.1_Data mining.2_NetWeaver Developer,19
0_Computer Science.1_Data mining.2_Validation rule,744
0_Computer Science.1_Data mining.2_Petabyte,555
0_Computer Science.1_Data mining.2_Knowledge extraction,26354
0_Computer Science.1_Data mining.2_Cross-reference,152
0_Computer Science.1_Data mining.2_Reason maintenance,408
0_Computer Science.1_Data mining.2_Faceted classification,479
0_Computer Science.1_Data mining.2_Event condition action,301
0_Computer Science.1_Data mining.2_Source document,984
0_Computer Science.1_Data mining.2_Participatory sensing,1066
0_Computer Science.1_Data mining.2_Small data,2630
0_Computer Science.1_Data mining.2_Structured content,311
0_Computer Science.1_Data mining.2_Semantic network,5614
0_Computer Science.1_Data mining.2_Pivot table,408
0_Computer Science.1_Data mining.2_Sixth normal form,15
0_Computer Science.1_Data mining.2_Product classification,466
0_Computer Science.1_Data mining.2_Webometrics,1158
0_Computer Science.1_Data mining.2_Data analysis,29834
0_Computer Science.1_Data mining.2_Query optimization,20150
0_Computer Science.1_Data mining.2_Streaming data,2333
0_Computer Science.1_Data mining.2_Associative model of data,4
0_Computer Science.1_Data mining.2_Domain knowledge,22268
0_Computer Science.1_Data mining.2_Disparate system,1823
0_Computer Science.1_Data mining.2_Data type,18511
0_Computer Science.1_Data mining.2_B-tree,776
0_Computer Science.1_Data mining.2_A/B testing,155
0_Computer Science.1_Data mining.2_Range query (data structures),2800
0_Computer Science.1_Data mining.2_Open-world assumption,200
0_Computer Science.1_Data mining.2_Open data,8689
0_Computer Science.1_Data mining.2_Reference table,606
0_Computer Science.1_Data mining.2_Patent analysis,1706
0_Computer Science.1_Data mining.2_Link analysis,1858
0_Computer Science.1_Data mining.2_Log trigger,2
0_Computer Science.1_Data mining.2_ISO 15926,102
0_Computer Science.1_Data mining.2_Database engine,822
0_Computer Science.1_Data mining.2_Data access,18568
0_Computer Science.1_Data mining.2_Text mining,173151
0_Computer Science.1_Data mining.2_Geocoding,2564
0_Computer Science.1_Data mining.2_Coverage data,347
0_Computer Science.1_Data mining.2_Data warehouse,22617
0_Computer Science.1_Data mining.2_VideoLectures_net,2
0_Computer Science.1_Data mining.2_Faceted search,478
0_Computer Science.1_Data mining.2_User intent,627
0_Computer Science.1_Data mining.2_Growbag,11
0_Computer Science.1_Data mining.2_Spatial analysis,48003
0_Computer Science.1_Data mining.2_Degenerate dimension,7
0_Computer Science.1_Data mining.2_Tokenization (data security),891
0_Computer Science.1_Data mining.2_Small multiple,53
0_Computer Science.1_Data mining.2_Automated mining,110
0_Computer Science.1_Data mining.2_Electronic discovery,471
0_Computer Science.1_Data mining.2_Astroinformatics,135
0_Computer Science.1_Data mining.2_Tree view,202
0_Computer Science.1_Data mining.2_Federated Architecture,336
0_Computer Science.1_Data mining.2_ISBL,27
0_Computer Science.1_Data mining.2_Feature engineering,1035
0_Computer Science.1_Data mining.2_Data integrity,14341
0_Computer Science.1_Data mining.2_Semantic Intelligence,13
0_Computer Science.1_Data mining.2_Volunteered geographic information,1440
0_Computer Science.1_Data mining.2_MultiValue,185
0_Computer Science.1_Data mining.2_Patent map,258
0_Computer Science.1_Data mining.2_De-identification,390
0_Computer Science.1_Data mining.2_Case-based reasoning,11595
0_Computer Science.1_Data mining.2_Findability,400
0_Computer Science.1_Data mining.2_Mining feasibility study,317
0_Computer Science.1_Data mining.2_Collaborative mapping,288
0_Computer Science.1_Data mining.2_Source data,6051
0_Computer Science.1_Data mining.2_Model-based reasoning,6981
0_Computer Science.1_Data mining.2_Stack overflow,416
0_Computer Science.1_Data mining.2_Business object,1512
0_Computer Science.1_Data mining.2_Datasource,155
0_Computer Science.1_Data mining.2_Topic Maps,1152
0_Computer Science.1_Data mining.2_Table (database),1904
0_Computer Science.1_Data mining.2_SMART Information Retrieval System,11
0_Computer Science.1_Data mining.2_Arborist,48371
0_Computer Science.1_Data mining.2_Knowledge modeling,2000
0_Computer Science.1_Data mining.2_Data scraping,153
0_Computer Science.1_Data mining.2_Market basket,527
0_Computer Science.1_Data mining.2_Query throughput,120
0_Computer Science.1_Data mining.2_Biosurveillance,753
0_Computer Science.1_Data mining.2_Locator map,163
0_Computer Science.1_Data mining.2_Entity–relationship model,3700
0_Computer Science.1_Data mining.2_Collection Management Policy,55
0_Computer Science.1_Data mining.2_Ontology (information science),42587
0_Computer Science.1_Data mining.2_Anti-pattern,67
0_Computer Science.1_Data mining.2_Named entity,2124
0_Computer Science.1_Data mining.2_Infographic,2213
0_Computer Science.1_Data mining.2_Ranking,86202
0_Computer Science.1_Data mining.2_Name resolution,1125
0_Computer Science.1_Data mining.2_Serial crime,97
0_Computer Science.1_Data mining.2_Database storage structures,784
0_Computer Science.1_Data mining.2_Entity,53
0_Computer Science.1_Data mining.2_Profiling (information science),6
0_Computer Science.1_Data mining.2_Aggregate function,289
0_Computer Science.1_Data mining.2_Infrastructure optimization,69
0_Computer Science.1_Data mining.2_Topic model,7308
0_Computer Science.1_Data mining.2_Scientometrics,4159
0_Computer Science.1_Data mining.2_Uncertain data,2879
0_Computer Science.1_Data mining.2_Concise International Chemical Assessment Document,7
0_Computer Science.1_Data mining.2_CityGML,622
0_Computer Science.1_Data mining.2_Schema_org,120
0_Computer Science.1_Data mining.2_CODASYL,280
0_Computer Science.1_Data mining.2_Statistical database,568
0_Computer Science.1_Data mining.2_RDF,10497
0_Computer Science.1_Data mining.2_Truchet tiles,8
0_Computer Science.1_Data mining.2_Deep Web,1805
0_Computer Science.1_Data mining.2_Rigidoporus ulmarius,38
0_Computer Science.1_Data mining.2_Knowledge representation and reasoning,28023
0_Computer Science.1_Data mining.2_Distributed database,14067
0_Computer Science.1_Data mining.2_MapBasic,192
0_Computer Science.1_Data mining.2_Single source of truth,28
0_Computer Science.1_Data mining.2_Semantic Web Stack,20646
0_Computer Science.1_Data mining.2_Plagiarism detection,1632
0_Computer Science.1_Data mining.2_First class,4051
0_Computer Science.1_Data mining.2_Unified Medical Language System,2555
0_Computer Science.1_Data mining.2_Information foraging,393
0_Computer Science.1_Data mining.2_Biological database,1228
0_Computer Science.1_Data mining.2_Data differencing,60
0_Computer Science.1_Data mining.2_Data sharing,12612
0_Computer Science.1_Data mining.2_Geoprocessing,1388
0_Computer Science.1_Data mining.2_Web crawler,7213
0_Computer Science.1_Data mining.2_Sparkline,97
0_Computer Science.1_Data mining.2_Database trigger,76
0_Computer Science.1_Data mining.2_Expert elicitation,1363
0_Computer Science.1_Data mining.2_Semantic HTML,471
0_Computer Science.1_Data mining.2_Data model,33202
0_Computer Science.1_Data mining.2_Database security,1697
0_Computer Science.1_Data mining.2_Autocomplete,172
